x,y,z,timestamp
-0.61,0.24,0.31,1742368880.7089963
-0.31,0.37,0.37,1742368881.2203565
-1.59,0.67,-0.49,1742368881.7323
-2.2,1.04,-0.06,1742368882.244086
1.4,-0.31,0.79,1742368882.7583156
-0.43,0.18,0.24,1742368883.2686262
-0.55,0.18,0.31,1742368883.7816687
-0.18,0.24,0.43,1742368886.3408687
-0.43,0.31,0.31,1742368886.4431932
-0.31,0.31,0.37,1742368886.4815512
-0.37,0.24,0.43,1742368886.5808017
0.92,0.43,0.61,1742368886.6494584
-0.73,0.18,0.37,1742368886.7498174
-0.37,0.55,0.24,1742368887.261682
-0.49,0.24,0.37,1742368887.7738023
-0.49,0.24,0.31,1742368888.2875657
0.31,0.18,0.49,1742368888.7979434
-0.49,0.37,0.31,1742368889.3109262
-0.18,0.31,0.37,1742368889.8229325
-0.55,0.12,0.31,1742368890.334164
-0.31,0.37,0.24,1742368890.8477082
-0.31,0.12,0.43,1742368891.255223
-0.92,0.24,0.37,1742368891.7688744
-0.49,-0.06,0.43,1742368892.2793946
-0.18,0.18,0.37,1742368892.7917924
-0.18,0.24,0.43,1742368893.3055234
-0.61,0.24,0.37,1742368893.8169627
-0.24,0.31,0.31,1742368894.3292055
-0.43,0.24,0.31,1742368894.8400786
-0.79,0.49,0.24,1742368895.3523848
-0.12,0.18,0.49,1742368895.8643699
-0.37,0.12,0.31,1742368896.3758368
-0.43,0.24,0.31,1742368896.8891168
-0.24,0.31,0.37,1742368897.4013321
-0.49,0.31,0.18,1742368897.9125555
-0.31,0.18,0.31,1742368900.7791357
-0.18,0.43,0.37,1742368901.087774
0.43,-0.55,0.55,1742368901.1262777
-0.49,0.12,0.31,1742368901.2282956
-0.06,0.18,0.43,1742368901.3236575
-0.98,0.55,0.06,1742368901.3951433
-0.24,0.12,0.31,1742368901.4315434
-0.43,0.18,0.31,1742368902.3159297
-0.79,0.37,0.12,1742368902.6232345
-0.18,0.12,0.49,1742368902.9288077
-0.37,0.06,0.37,1742368903.4431605
-0.79,0.24,0.24,1742368903.9535537
-0.73,0.37,0.18,1742368904.4668646
-0.43,0.24,0.37,1742368904.978946
-0.61,-0.06,0.37,1742368905.3873754
-1.4,1.77,-0.43,1742368905.9008005
-0.18,-0.37,0.61,1742368906.4112954
-0.18,0.06,0.31,1742368906.9228892
0.18,0.31,0.43,1742368907.4355166
-0.06,0.18,0.12,1742368907.9469612
-0.49,0.43,0.0,1742368908.4600496
-1.71,-0.85,0.55,1742368908.9724
-0.49,0.18,0.31,1742368909.482616
-0.49,0.18,0.31,1742368909.9956686
-0.37,0.24,0.37,1742368910.5062628
-0.43,0.18,0.31,1742368911.0189247
-0.67,0.06,0.24,1742368911.5321522
-0.37,0.18,0.31,1742368912.043115
-0.55,0.12,0.37,1742368912.5554862
-0.49,0.12,0.31,1742368913.0667331
-0.43,0.18,0.43,1742368913.477105
-0.49,0.37,0.31,1742368913.9893653
-0.61,0.24,0.31,1742368914.5025666
-0.18,0.12,0.55,1742368915.0133238
-0.55,0.31,0.31,1742368917.061566
-0.24,0.06,0.43,1742368917.0998578
-0.31,0.31,0.43,1742368917.1651304
-0.37,0.31,0.24,1742368917.2010386
-0.55,0.18,0.55,1742368917.982069
-0.43,0.37,0.18,1742368918.289637
-0.43,0.24,0.18,1742368918.5974371
-0.37,0.12,0.43,1742368919.109836
-0.31,0.12,0.31,1742368921.6692984
-1.28,1.16,0.31,1742368921.7716212
-0.61,0.55,0.37,1742368921.8094244
-0.43,0.12,0.37,1742368921.874144
-0.43,0.12,0.49,1742368921.9108534
-0.06,0.18,0.37,1742368922.0803425
-0.49,0.79,0.24,1742368922.5898178
-0.55,0.18,0.24,1742368923.1035945
-0.49,0.37,0.49,1742368923.6002996
-0.92,0.55,-0.06,1742368925.6640308
-0.12,0.18,0.43,1742368925.766348
-0.18,0.31,0.31,1742368925.8045774
-0.55,0.12,0.24,1742368925.9055073
-0.24,-0.06,0.31,1742368926.2776008
-0.49,0.24,0.31,1742368926.6874971
-0.43,0.31,0.49,1742368927.2246537
-0.24,0.12,0.06,1742368927.7102897
-0.98,-0.24,0.73,1742368928.1056805
-0.55,0.31,0.24,1742368928.6349053
-0.79,0.18,0.24,1742368929.1448805
-0.37,0.24,0.37,1742368929.7641506
-0.61,0.31,0.24,1742368930.2697678
-0.37,0.31,0.24,1742368930.7174838
-0.43,0.0,0.43,1742368931.1981387
-0.43,0.61,0.12,1742368931.6955926
-0.06,0.49,0.31,1742368932.420485
0.12,-0.18,0.61,1742368932.8313353
-0.49,0.61,0.24,1742368933.4447455
0.0,0.18,0.18,1742368933.9580367
-0.43,0.24,0.37,1742368934.2636561
-0.18,0.0,0.37,1742368934.8782248
-0.18,0.24,0.43,1742368935.1876621
-0.61,0.31,0.31,1742368935.9030416
-0.31,0.18,0.31,1742368936.415663
-0.43,0.37,0.31,1742368936.738365
-0.24,0.49,0.18,1742368937.3366835
-0.43,0.37,0.37,1742368937.9497883
-0.37,0.73,0.18,1742368938.2592008
-0.49,0.24,0.24,1742368938.771024
-0.24,0.24,0.37,1742368939.2829258
-0.24,0.18,0.43,1742368939.794118
-0.61,0.12,0.31,1742368940.3055053
-0.31,0.24,0.37,1742368940.8171973
-0.43,0.18,0.31,1742368941.3299587
-0.31,0.24,0.43,1742368941.738728
-0.12,0.43,0.43,1742368942.2512178
-0.24,0.18,0.37,1742368944.7096229
-0.61,0.24,0.37,1742368944.8197892
-0.18,0.24,0.43,1742368944.915342
-0.31,-0.43,0.43,1742368945.016063
-0.31,-0.12,0.43,1742368945.1194198
-0.31,0.24,0.43,1742368945.3228793
-0.24,0.12,0.43,1742368945.834987
-0.37,0.31,0.31,1742368946.3470702
-0.37,0.24,0.31,1742368946.8613112
-0.67,0.24,0.43,1742368947.3716514
-0.49,0.24,0.24,1742368947.8851957
-0.37,0.18,0.37,1742368948.3964763
-0.24,0.31,0.43,1742368948.9084256
-0.12,0.31,0.31,1742368949.6325107
-0.37,0.61,0.37,1742368949.9308145
-0.06,0.12,0.37,1742368950.3406863
-0.85,0.24,0.24,1742368950.8532236
-0.31,0.55,0.18,1742368951.3642573
-0.85,0.06,0.49,1742368951.877774
-0.18,-0.24,0.43,1742368952.3907628
-0.24,0.24,0.37,1742368952.9090152
-0.73,0.37,0.18,1742368953.413598
-0.98,0.12,0.37,1742368953.9246972
-0.61,0.49,0.06,1742368954.4362738
-0.55,0.24,0.37,1742368954.9483294
-0.55,0.12,0.18,1742368955.4601808
-0.79,0.24,0.24,1742368955.973581
-0.37,0.06,0.43,1742368956.400519
-0.18,0.18,0.43,1742368956.897592
-0.67,0.85,-0.12,1742368957.4077897
-0.24,0.37,0.31,1742368957.9263794
-0.61,0.24,0.31,1742368958.4298608
-0.49,0.18,0.24,1742368958.9423857
-0.37,0.18,0.24,1742368959.4554107
-0.49,0.31,0.31,1742368959.9657838
-0.92,0.37,0.31,1742368960.4778614
0.73,0.06,0.79,1742368960.99133
-0.37,0.24,0.31,1742368961.503172
-0.31,0.0,0.43,1742368962.0161958
0.18,-0.06,0.49,1742368962.5262096
-0.43,0.12,0.37,1742368963.0374858
-0.37,-0.12,0.67,1742368965.2909915
-0.79,0.24,0.18,1742368965.3950987
-0.31,0.06,0.49,1742368965.4965453
-0.61,0.24,0.31,1742368965.59951
-0.55,0.18,0.24,1742368965.7010036
-0.61,0.18,0.24,1742368966.0087876
-0.79,0.06,0.31,1742368966.5192199
-0.73,0.18,0.43,1742368967.031426
-0.37,0.06,0.49,1742368967.543371
-0.49,-0.24,0.55,1742368968.0552943
-0.55,0.12,0.37,1742368968.5682044
-0.61,0.31,0.18,1742368969.081577
-0.49,0.37,0.37,1742368969.5915873
-0.85,0.18,0.31,1742368970.1037714
0.06,0.18,0.31,1742368970.617742
-0.24,0.12,0.37,1742368971.1317995
-0.85,0.18,0.18,1742368971.5383024
-0.06,0.12,0.37,1742368972.0496466
-0.37,0.24,0.43,1742368972.5616937
15.01,0.24,0.55,1742368973.0736225
-0.61,0.37,0.24,1742368973.586875
-0.31,0.0,0.55,1742368974.0993102
-0.37,0.43,0.24,1742368974.597426
-0.24,0.49,0.12,1742368975.1247158
-0.55,0.49,0.18,1742368975.6330488
-0.31,0.24,0.37,1742368976.145014
-0.55,0.24,0.31,1742368976.6570559
-0.73,0.24,0.24,1742368977.1708584
-0.24,0.37,0.31,1742368977.6850903
-0.55,0.31,0.18,1742368978.193149
-0.67,0.18,0.24,1742368978.5752416
0.43,-0.06,0.55,1742368979.1151721
0.06,0.37,0.31,1742368979.6276982
-0.37,0.24,0.31,1742368980.1485956
-0.55,0.43,0.31,1742368980.652591
-0.24,0.18,0.37,1742368981.5741715
-0.31,0.18,0.37,1742368981.8798652
-0.37,0.24,0.43,1742368982.1871517
-0.55,0.24,0.31,1742368982.6987863
-0.37,0.18,0.43,1742368983.2118185
-0.24,0.24,0.37,1742368983.7248054
-0.24,0.12,0.37,1742368984.2371733
-0.43,0.24,0.37,1742368984.7493808
-0.12,0.24,0.43,1742368985.2599726
-0.61,0.12,0.18,1742368985.6708012
-0.49,0.18,0.43,1742368986.1805632
-0.37,0.31,0.31,1742368986.6943946
-0.43,0.12,0.24,1742368987.2140443
-0.61,0.24,0.24,1742368987.7192972
-0.43,0.24,0.18,1742368988.228844
-0.49,0.06,0.31,1742368990.1749089
-0.49,0.12,0.37,1742368990.2773774
-0.43,0.12,0.37,1742368990.3809018
-0.61,0.24,0.18,1742368990.4828837
-0.55,0.12,0.43,1742368990.7918108
-0.18,0.12,0.37,1742368991.3030896
-0.85,0.12,0.24,1742368991.8131962
-0.12,0.12,0.49,1742368992.2992852
-0.12,0.18,0.43,1742368992.734904
-0.49,0.18,0.37,1742368995.294613
-0.43,0.24,0.37,1742368999.6977506
-0.31,0.18,0.31,1742368999.8009944
-0.31,0.06,0.37,1742368999.90486
-0.37,0.37,0.24,1742369000.0074213
-0.55,0.43,0.31,1742369000.1082218
-0.37,0.24,0.31,1742369000.2108314
-0.55,0.55,0.18,1742369000.3132086
-0.98,0.49,0.24,1742369000.4160397
-0.98,0.49,0.18,1742369000.5182385
-0.12,0.18,0.24,1742369000.6220412
-0.43,0.18,0.31,1742369000.725454
-0.43,0.37,0.31,1742369000.8278859
-0.31,0.24,0.37,1742369000.9273484
-0.55,0.24,0.31,1742369001.0296643
-0.12,0.24,0.37,1742369001.1342492
-0.31,0.31,0.43,1742369001.3369462
-0.49,0.12,0.37,1742369001.8482137
-0.18,0.06,0.55,1742369002.361164
-0.31,0.18,0.37,1742369002.873011
-0.43,0.18,0.31,1742369003.3859482
-0.49,0.31,0.37,1742369003.8973207
-0.73,0.37,0.24,1742369004.4096704
-0.49,0.18,0.24,1742369004.9202044
-0.37,0.24,0.37,1742369005.432164
-0.31,0.18,0.43,1742369005.9458299
-0.31,0.06,0.24,1742369006.4555938
-0.37,0.31,0.37,1742369006.8672152
-0.49,0.06,0.37,1742369007.3777714
-0.55,0.24,0.31,1742369007.8914142
-0.43,0.12,0.37,1742369008.4014676
-0.85,0.43,0.18,1742369008.9144084
-0.61,0.37,0.18,1742369009.4268832
-0.24,0.24,0.37,1742369009.9383144
0.49,0.12,0.67,1742369010.4498587
-0.24,0.18,0.37,1742369010.9619522
-0.67,0.31,0.24,1742369011.4737222
-0.18,0.37,0.43,1742369011.9870079
-0.18,0.24,0.43,1742369012.4994454
-0.61,0.18,0.31,1742369013.0092957
-0.37,0.24,0.49,1742369013.5219548
0.85,0.49,0.37,1742369014.035137
0.0,0.12,0.37,1742369014.4437826
-0.43,0.18,0.37,1742369014.956041
-0.67,0.06,0.31,1742369017.8254313
-0.85,0.31,0.31,1742369017.9252949
-0.37,0.24,0.49,1742369018.1300066
-0.61,0.31,0.24,1742369018.233269
-0.37,0.18,0.43,1742369018.3361835
-0.43,0.31,0.31,1742369018.4390872
-0.31,0.37,0.37,1742369018.5427847
-0.43,0.12,0.37,1742369019.0507877
-0.31,0.24,0.37,1742369019.5648253
-0.55,0.0,0.43,1742369020.076973
-0.55,0.24,0.31,1742369020.5867503
-0.43,0.12,0.37,1742369021.0999076
-0.43,0.12,0.43,1742369021.508531
-0.24,0.18,0.49,1742369022.0211432
-0.37,0.24,0.31,1742369022.5326807
-0.37,0.18,0.37,1742369023.046283
-0.49,0.31,0.24,1742369023.5572777
-0.37,0.06,0.37,1742369024.0704668
0.0,0.12,0.61,1742369024.585025
0.61,1.22,0.37,1742369025.093384
-0.49,0.18,0.43,1742369025.6055872
0.18,0.06,0.61,1742369026.116694
-0.49,0.18,0.31,1742369026.6299264
-0.55,0.31,0.0,1742369027.1424618
0.73,-0.18,0.92,1742369027.6544492
-0.55,0.24,0.24,1742369028.1662447
-0.37,0.18,0.31,1742369028.6802113
-0.18,0.24,0.37,1742369029.1898208
-0.67,0.31,0.43,1742369029.5998049
-0.43,0.18,0.43,1742369030.1101322
-0.73,0.31,0.31,1742369030.623427
-0.12,0.12,0.37,1742369031.1353185
-0.18,0.12,0.37,1742369031.647104
-0.12,0.24,0.49,1742369032.1609013
-0.55,0.18,0.24,1742369032.670072
-0.98,0.24,0.12,1742369033.1836684
-5.43,1.16,-1.34,1742369033.6943192
-0.43,0.12,0.24,1742369034.2083507
-0.67,0.12,0.31,1742369034.719922
-0.31,0.18,0.31,1742369036.5631964
-0.37,0.37,0.31,1742369036.6663241
0.0,-0.06,0.49,1742369036.7686017
-0.55,0.31,0.31,1742369036.871393
-0.37,0.31,0.31,1742369037.177167
-0.85,0.55,0.06,1742369037.6875753
-0.24,0.18,0.37,1742369038.1999438
-0.37,0.43,0.37,1742369038.7140236
-0.67,0.24,0.18,1742369039.223956
2.5,-2.75,1.71,1742369039.7359338
-0.18,0.12,0.55,1742369040.250429
-0.67,0.12,0.06,1742369040.761414
-0.37,0.43,0.0,1742369041.2738092
-0.12,0.43,0.24,1742369041.7840273
-0.24,0.12,0.06,1742369042.2963314
-0.18,0.12,0.37,1742369042.8076158
-0.43,-0.43,0.73,1742369043.320072
-0.31,0.06,0.24,1742369043.7306118
-0.18,0.18,0.37,1742369044.2411258
-0.37,0.18,0.31,1742369044.7557595
-0.55,0.12,0.31,1742369046.4945815
-0.37,0.37,0.37,1742369046.598009
-0.31,0.12,0.43,1742369046.7000937
-0.61,0.12,0.24,1742369047.957497
-0.31,0.24,0.37,1742369048.0314283
-0.49,0.31,0.18,1742369048.4410622
-0.73,0.18,0.31,1742369048.543363
0.06,0.0,0.55,1742369048.8497934
-0.12,0.37,0.24,1742369049.3615956
-0.61,0.31,0.06,1742369049.8750207
-0.37,0.0,0.55,1742369050.3855872
-0.43,-0.85,0.67,1742369050.795234
0.67,-0.12,0.55,1742369051.3078256
-0.79,0.18,0.37,1742369051.8192887
-0.43,0.06,0.37,1742369052.3311543
-0.12,0.12,0.12,1742369054.072267
-0.55,0.31,0.37,1742369054.176002
-0.31,0.12,0.49,1742369054.2782118
-0.31,0.18,0.24,1742369054.3802917
-0.55,0.24,0.31,1742369054.8914096
-0.24,0.18,0.43,1742369055.403339
-0.37,0.31,0.24,1742369055.9175715
-0.37,0.18,0.31,1742369056.4308074
0.49,-0.37,0.73,1742369056.9411302
-0.43,0.24,0.37,1742369057.4515991
-0.37,0.24,0.31,1742369057.9637225
-0.79,0.24,0.37,1742369058.3734286
-0.37,0.24,0.43,1742369058.8931868
-0.43,0.18,0.24,1742369059.3964689
-0.43,0.24,0.43,1742369062.0594842
-0.24,0.37,0.37,1742369062.1625776
-0.31,0.18,0.37,1742369062.2660902
-0.61,0.31,0.37,1742369062.3679733
-0.49,0.18,-0.06,1742369062.469673
-0.31,0.24,0.37,1742369062.5725045
-0.49,0.31,0.37,1742369062.9818428
0.0,0.73,1.22,1742369063.4936674
-0.37,0.24,0.31,1742369064.0054455
-0.55,0.12,0.49,1742369064.51818
-0.61,0.31,0.24,1742369065.02913
-0.31,0.18,0.31,1742369065.4395506
-0.31,-0.12,0.49,1742369065.9507442
-0.37,0.12,0.24,1742369066.4646757
-0.12,0.31,0.67,1742369066.975406
-0.98,0.24,0.12,1742369067.4884994
0.0,0.55,0.18,1742369067.998984
-0.55,0.18,0.43,1742369068.510831
-0.49,0.24,0.37,1742369069.0237684
-0.43,0.18,0.37,1742369069.5340757
0.55,1.4,-0.06,1742369070.0466094
-1.1,0.55,0.18,1742369070.55849
0.06,0.06,0.37,1742369071.070034
-0.31,0.18,0.31,1742369071.5839977
-0.37,0.12,0.43,1742369072.0958455
-0.24,0.24,0.31,1742369072.5046942
-0.37,0.24,0.37,1742369073.0176554
-0.49,0.73,0.18,1742369073.5284042
-0.73,0.37,0.37,1742369074.04213
-0.73,0.24,0.24,1742369074.5521777
-0.49,0.12,0.24,1742369075.0640585
-0.73,0.37,0.18,1742369075.577008
-0.55,0.24,0.31,1742369076.0907218
-0.55,0.18,0.18,1742369076.6004682
-0.43,0.12,0.31,1742369077.1120913
-0.43,0.24,0.37,1742369077.6241953
-0.61,0.24,0.18,1742369078.1380365
-0.61,0.18,0.37,1742369078.6478846
-0.37,0.31,0.24,1742369079.1611447
-0.43,0.18,0.31,1742369079.6720307
1.53,-1.4,0.49,1742369080.1845381
0.0,0.67,0.12,1742369080.5941083
-0.49,0.12,0.37,1742369081.1054494
-0.49,0.12,0.31,1742369081.6178696
-0.92,0.37,0.18,1742369082.1297567
-0.55,0.18,0.24,1742369082.64239
-0.61,-0.49,0.55,1742369083.1550605
-2.5,2.56,-1.04,1742369083.6655111
-0.55,-0.18,0.37,1742369084.2796497
-0.55,0.31,0.31,1742369084.689281
-0.37,0.43,0.31,1742369085.2038453
-0.49,0.49,0.0,1742369085.713745
-0.49,0.31,0.18,1742369086.2273676
0.0,-0.18,0.55,1742369086.737838
-0.85,0.12,0.24,1742369087.2494051
-0.06,0.79,0.12,1742369087.6666915
-0.24,1.46,-0.18,1742369088.1711545
-0.49,0.06,0.49,1742369088.68341
-0.61,0.37,0.31,1742369089.196348
-0.12,0.61,0.18,1742369089.7074296
-0.49,0.24,0.24,1742369090.2190619
0.92,-0.92,0.55,1742369090.7326775
-0.43,-0.06,0.31,1742369091.2433908
-0.67,0.37,0.24,1742369091.7550726
0.43,0.12,0.79,1742369092.2669675
-0.67,0.31,0.24,1742369092.883023
-0.31,-0.06,0.37,1742369093.393823
-0.55,0.31,0.31,1742369093.8030808
-0.49,0.24,0.43,1742369094.3158324
-0.67,0.24,0.24,1742369094.7262228
-0.18,0.24,0.31,1742369095.237019
-0.55,-1.22,0.73,1742369095.750019
-0.79,-0.61,0.73,1742369096.2615228
-0.37,-0.12,0.61,1742369096.7725875
-0.61,0.12,0.18,1742369097.2847614
-0.55,0.49,0.0,1742369097.7973397
-0.18,0.24,0.24,1742369098.3110633
-0.49,0.18,0.31,1742369098.8206022
-0.37,0.12,0.37,1742369099.3328424
-0.43,0.18,0.31,1742369099.8452988
-0.24,0.06,0.49,1742369100.357839
-0.37,0.12,0.37,1742369100.8699434
-0.12,-0.06,0.43,1742369101.3813
-1.16,0.12,0.12,1742369101.893594
2.14,0.24,0.98,1742369102.3022265
0.06,-2.14,1.65,1742369102.8144739
-0.24,0.12,0.43,1742369103.3263335
0.0,0.12,0.43,1742369103.8385527
-0.98,-0.06,0.43,1742369104.3515189
-0.55,0.43,0.31,1742369104.8618073
-0.43,0.18,0.55,1742369106.605681
-1.71,-0.73,0.73,1742369106.7062082
-0.49,0.31,0.18,1742369106.8088255
-0.18,0.18,0.31,1742369106.9173276
-1.46,-0.12,0.37,1742369107.4222844
-0.12,0.31,0.24,1742369107.934755
-0.67,0.18,0.37,1742369108.446593
14.28,0.18,0.67,1742369108.9602747
-0.79,0.43,0.18,1742369109.368315
0.31,-0.73,0.55,1742369110.2898908
-0.43,0.31,0.37,1742369110.702985
-1.95,0.67,-0.37,1742369110.9040508
-0.31,0.24,0.31,1742369111.4162045
-0.24,2.56,-0.79,1742369111.928193
-0.43,0.31,0.43,1742369112.4398522
-0.37,0.24,0.37,1742369112.95208
0.67,-0.67,1.28,1742369113.4638095
-0.43,0.12,0.43,1742369113.97684
-0.98,-0.18,-0.37,1742369114.488845
-0.37,0.18,0.49,1742369114.9999819
-0.31,-0.98,0.37,1742369115.5135689
-0.31,0.61,0.31,1742369116.024262
-0.79,0.92,0.18,1742369116.4355488
-0.67,0.24,0.43,1742369116.9459884
0.0,-1.95,1.34,1742369117.459527
-0.49,0.31,0.37,1742369117.9696689
-1.22,-0.24,0.18,1742369118.4820738
-0.55,0.18,0.24,1742369118.996036
0.18,0.0,0.55,1742369119.5078845
1.16,-0.18,0.43,1742369120.0176818
-0.55,0.06,0.43,1742369120.53024
-0.43,-0.24,0.49,1742369121.0428882
-0.49,0.24,0.31,1742369121.553492
-0.55,0.31,0.24,1742369122.0673177
-0.37,0.18,0.37,1742369122.577966
-0.43,0.18,0.24,1742369124.7290182
-0.37,0.31,0.24,1742369124.7660017
-0.31,0.06,0.55,1742369124.8648038
-0.61,0.31,0.18,1742369124.9328058
-0.61,0.31,0.31,1742369125.3428607
-0.24,0.31,0.37,1742369125.956877
-0.43,0.06,0.37,1742369126.2652307
0.0,-0.24,0.67,1742369126.570931
-0.24,0.31,0.37,1742369127.0849144
-0.37,0.24,0.24,1742369127.5954673
-0.43,0.18,0.24,1742369128.1070287
-0.12,0.24,0.43,1742369128.6196039
-0.98,0.98,-0.12,1742369129.1325788
-0.37,0.24,0.24,1742369129.6445384
-0.31,0.31,0.37,1742369130.155369
-0.43,0.06,0.37,1742369130.667511
-0.92,0.49,0.0,1742369131.1807225
-0.31,0.31,0.37,1742369131.59105
-0.85,0.37,0.0,1742369132.1013167
-0.49,-0.12,0.43,1742369132.6131876
-0.06,0.37,0.31,1742369133.1266756
-0.43,0.31,0.24,1742369133.6390893
-0.55,0.12,0.37,1742369134.1488664
-0.37,0.18,0.18,1742369134.6622562
-1.16,0.31,0.12,1742369135.1738827
0.12,0.06,0.49,1742369135.6843302
-0.61,0.18,0.31,1742369136.1967533
-0.67,0.24,0.18,1742369136.7091117
-0.12,0.24,0.37,1742369137.2220383
-0.49,0.18,0.31,1742369137.7337158
-0.49,0.06,0.24,1742369138.2452352
-0.79,1.53,1.16,1742369138.6576633
-0.24,0.92,-0.49,1742369139.167708
-0.73,0.06,-0.12,1742369139.6794367
0.18,0.31,0.37,1742369140.19189
-0.43,0.24,0.31,1742369140.7026732
-0.37,0.06,0.43,1742369141.6250472
-0.31,0.0,0.43,1742369142.4439535
0.0,0.55,0.24,1742369142.5468493
-0.43,0.12,0.37,1742369142.7503955
-0.31,0.31,0.24,1742369143.2625294
-0.55,0.12,0.31,1742369143.774893
-0.55,0.12,0.37,1742369144.4229248
-0.37,0.24,0.31,1742369144.798653
-0.61,0.24,0.24,1742369145.3101916
-0.31,0.24,0.24,1742369145.7211893
-0.79,0.67,0.18,1742369146.2322059
-0.24,-0.31,0.37,1742369146.7443736
-0.43,0.12,0.37,1742369147.2562883
-0.43,0.18,0.31,1742369147.7682664
-0.49,0.12,0.24,1742369148.2805586
-0.43,0.31,0.49,1742369148.792185
-0.49,0.24,0.31,1742369149.3044043
-0.55,0.18,0.31,1742369149.8174505
0.43,0.0,0.55,1742369150.3337018
-1.04,0.43,0.12,1742369150.8421934
-0.67,0.12,0.06,1742369151.8645234
-1.4,-0.73,0.61,1742369153.6051917
-0.49,0.37,0.18,1742369153.7085733
-2.99,0.24,0.18,1742369153.7439632
-3.66,0.31,0.18,1742369153.916987
-0.92,2.5,-0.37,1742369154.0151744
-1.34,-1.04,0.24,1742369154.3219461
-1.77,0.0,0.67,1742369154.8341408
-0.37,0.12,0.37,1742369155.3464832
-3.3,0.06,0.55,1742369155.8573148
0.0,-1.4,0.98,1742369156.3705966
-0.06,-0.98,0.61,1742369157.291644
-0.06,-0.18,0.49,1742369157.5990777
-0.49,-0.31,0.79,1742369157.9060109
0.98,-0.18,0.79,1742369158.417849
0.37,0.18,0.37,1742369158.929913
-0.79,0.55,0.12,1742369159.4428134
-0.49,-0.12,0.43,1742369159.9537203
-0.61,0.24,0.18,1742369160.3648546
-0.06,-0.18,0.55,1742369160.875699
-0.31,0.61,0.06,1742369161.38865
0.55,-1.04,0.79,1742369161.9032662
-0.06,-1.1,0.31,1742369164.2546363
-1.04,-0.18,0.55,1742369164.6643121
-0.49,0.06,0.37,1742369164.77728
-0.43,0.61,0.49,1742369164.869929
-0.31,0.24,0.24,1742369164.972669
-1.53,0.92,0.0,1742369165.074662
-4.03,-0.67,0.55,1742369165.4839754
1.22,-1.4,1.4,1742369165.995505
-1.4,0.06,0.24,1742369166.5074844
0.18,-0.12,0.12,1742369167.0196567
0.61,-0.92,1.16,1742369167.4292634
-0.43,0.06,0.43,1742369167.941281
-0.49,-0.61,0.73,1742369168.4530118
-0.85,0.0,0.43,1742369168.9772089
-0.61,0.24,0.31,1742369169.4773378
-0.98,0.31,0.37,1742369170.0056005
-0.55,0.31,0.24,1742369170.5019693
-0.37,0.18,0.37,1742369171.0132325
-0.31,0.24,0.37,1742369171.5252302
-0.79,0.37,0.31,1742369172.0432744
-0.49,0.18,0.37,1742369172.9598126
-0.73,0.31,0.31,1742369173.2668943
-0.37,0.79,0.24,1742369173.5746565
-0.73,0.79,0.24,1742369174.0844831
-0.49,0.49,0.37,1742369174.59699
-0.67,0.06,0.31,1742369175.109333
-0.61,0.12,0.37,1742369175.5188458
-0.49,0.18,0.37,1742369176.030359
-0.49,-0.06,0.43,1742369176.5425057
-0.79,0.31,0.31,1742369177.0543158
-0.55,0.12,0.37,1742369177.5713196
-0.98,0.31,0.24,1742369179.8196301
-0.24,0.24,0.24,1742369180.3329375
-0.37,0.12,0.37,1742369180.4350703
-0.85,0.79,-0.06,1742369180.5435987
-0.55,0.18,0.18,1742369180.6402328
0.85,1.28,0.0,1742369180.742023
-1.28,0.79,0.0,1742369181.1526108
-0.31,0.31,0.24,1742369181.664287
-0.43,0.24,0.31,1742369182.1746976
-0.49,0.24,0.31,1742369182.5839431
-0.43,0.18,0.31,1742369183.0969503
-0.37,0.31,0.37,1742369183.6107662
-0.43,0.18,0.31,1742369184.1219413
-0.49,0.24,0.24,1742369184.6332679
-0.37,0.24,0.37,1742369185.1470551
-0.24,0.24,0.31,1742369185.6563685
-0.37,0.24,0.37,1742369186.168533
-0.43,0.24,0.37,1742369186.681076
-0.37,0.18,0.37,1742369187.1948142
-0.31,0.24,0.43,1742369187.7063904
-0.43,0.31,0.31,1742369188.625418
-0.31,0.06,0.43,1742369188.9330842
-0.92,0.49,0.12,1742369189.2417018
-0.43,0.31,0.31,1742369189.6521134
-0.24,0.37,0.24,1742369190.162107
-0.49,0.18,0.31,1742369190.6741033
-0.61,0.31,0.31,1742369191.1870365
-0.37,0.18,0.31,1742369191.6989605
-0.67,0.31,0.12,1742369193.5420003
-0.49,0.24,0.31,1742369193.6445596
-0.49,0.24,0.24,1742369193.7485998
-0.37,0.0,0.37,1742369193.8495243
-0.67,0.0,0.37,1742369194.2590196
-0.73,0.31,0.31,1742369194.7726493
-0.43,0.12,0.31,1742369195.2830946
-0.61,0.12,0.24,1742369195.7956705
-0.85,0.31,0.18,1742369196.305974
-0.43,0.18,0.31,1742369196.7312174
-0.49,0.18,0.37,1742369197.2290452
-0.31,0.37,0.31,1742369197.7410119
-0.31,0.18,0.37,1742369198.253011
-0.79,0.49,0.24,1742369198.7643738
-0.31,0.18,0.37,1742369199.2768586
-0.31,0.12,0.31,1742369199.7886474
-0.85,0.49,0.12,1742369200.3026488
-0.31,0.24,0.31,1742369200.812916
-0.49,0.18,0.31,1742369201.3249726
-0.61,0.18,0.31,1742369201.8377705
-0.37,0.24,0.37,1742369202.348079
-0.55,0.12,0.31,1742369202.8598032
-0.37,0.24,0.31,1742369203.3730206
0.12,0.06,0.31,1742369204.2947667
