x,y,z,timestamp
-0.55,-0.12,0.18,1742368210.33269
-0.49,0.12,0.24,1742368212.7423117
-0.55,0.12,0.18,1742368213.2176502
-0.49,0.12,0.18,1742368213.254598
-0.37,0.24,0.0,1742368213.295014
0.12,1.71,0.92,1742368213.3567364
-0.18,0.43,0.55,1742368213.3976407
-0.18,0.06,0.24,1742368213.6272688
-0.55,0.37,0.24,1742368214.1405044
0.18,1.34,0.37,1742368214.6510448
-0.49,0.55,0.49,1742368215.1649492
0.24,0.67,0.24,1742368215.6760745
-0.18,-0.06,-1.46,1742368216.1885998
1.95,2.87,1.65,1742368216.7011166
-0.98,0.24,-0.12,1742368217.2121358
-1.28,0.79,0.24,1742368217.7245052
0.43,1.34,0.43,1742368218.2709277
-0.37,0.12,0.24,1742368218.7835333
-0.55,0.12,0.18,1742368219.2609503
-0.43,0.06,0.24,1742368219.7712712
-0.55,0.06,0.24,1742368220.179542
-0.55,0.12,0.24,1742368220.6947272
-0.49,0.06,0.18,1742368221.2510128
-0.49,0.12,0.24,1742368223.2991812
-0.55,0.12,0.18,1742368223.708123
-0.49,0.06,0.18,1742368223.748323
-0.49,0.06,0.24,1742368223.8120568
-0.55,0.06,0.24,1742368224.0158708
-0.55,0.12,0.24,1742368224.3284686
-0.49,0.06,0.18,1742368224.834898
-0.55,0.12,0.24,1742368225.3478918
-0.49,0.06,0.24,1742368228.3166232
-0.43,0.06,0.24,1742368228.623306
-0.55,0.12,0.18,1742368228.6626754
-0.49,0.12,0.24,1742368228.7286718
-0.49,0.06,0.24,1742368228.7653236
-0.61,0.12,0.24,1742368228.828792
-0.49,0.12,0.18,1742368228.9323225
-0.49,0.12,0.18,1742368229.3422246
-0.55,0.06,0.18,1742368229.8520606
-0.49,0.12,0.24,1742368230.3640645
-0.49,0.06,0.18,1742368231.3203976
-0.49,0.06,0.18,1742368231.3892426
-0.49,0.06,0.18,1742368231.9015644
-0.49,0.06,0.18,1742368232.4134035
-0.43,0.06,0.24,1742368232.9256864
-0.49,0.06,0.24,1742368233.4362438
-0.49,0.06,0.18,1742368233.8467004
-0.49,0.12,0.24,1742368234.3581243
-0.49,0.06,0.18,1742368234.8700967
-0.49,0.06,0.24,1742368235.3822644
-0.49,0.12,0.18,1742368236.3460052
-0.49,0.06,0.24,1742368237.1237757
-0.49,0.12,0.18,1742368237.163633
-0.49,0.06,0.18,1742368237.4314284
-0.49,0.06,0.18,1742368237.9423175
-0.49,0.06,0.18,1742368238.4534497
-0.55,0.12,0.18,1742368238.967405
-0.43,0.06,0.18,1742368239.4800816
-0.55,0.06,0.24,1742368239.990327
-0.55,0.06,0.24,1742368240.5047941
-0.49,0.06,0.18,1742368241.013825
-0.55,0.12,0.18,1742368241.5259678
-0.49,0.06,0.24,1742368241.9356313
-0.49,0.12,0.24,1742368242.4475174
-0.43,0.06,0.24,1742368242.9656832
-0.49,0.12,0.18,1742368243.4717295
-0.55,0.12,0.18,1742368243.9835417
-0.49,0.12,0.18,1742368244.9065394
-0.49,0.06,0.18,1742368245.2138488
-0.55,0.12,0.24,1742368245.5193706
-0.49,0.06,0.18,1742368246.0321572
-0.49,0.06,0.24,1742368246.5450978
-0.55,0.12,0.24,1742368247.0564504
-0.49,0.06,0.24,1742368247.5685995
-0.49,0.06,0.24,1742368248.08002
-0.55,0.12,0.18,1742368248.5935926
-0.49,0.12,0.24,1742368249.002587
-0.49,0.12,0.18,1742368250.0277452
-0.61,0.06,0.18,1742368250.0672433
-0.49,0.12,0.18,1742368250.5387359
-0.43,0.12,0.24,1742368251.0499332
-0.55,0.12,0.24,1742368251.560639
-0.61,0.12,0.24,1742368252.073942
-0.43,0.06,0.18,1742368252.5868874
-0.49,0.06,0.24,1742368253.0978513
-0.49,0.12,0.24,1742368253.6089368
-0.49,0.06,0.24,1742368254.1216598
-0.49,0.06,0.24,1742368254.6326709
-0.55,0.12,0.24,1742368255.1475484
-0.43,0.12,0.24,1742368255.6574898
-0.49,0.06,0.18,1742368256.1696408
-0.55,0.06,0.18,1742368258.1197057
-0.49,0.06,0.24,1742368258.2186327
-0.49,0.06,0.18,1742368258.2552798
-0.55,0.06,0.24,1742368258.320701
-0.43,0.12,0.18,1742368258.628303
-0.43,0.12,0.18,1742368259.1403964
-0.55,0.06,0.18,1742368259.6529317
-0.49,0.06,0.18,1742368260.674504
-0.49,0.06,0.18,1742368260.8804839
-0.55,0.12,0.18,1742368261.1872337
-0.49,0.12,0.18,1742368261.699444
-0.49,0.12,0.24,1742368262.2132685
-0.55,0.12,0.24,1742368262.7232146
-0.43,0.12,0.24,1742368263.235216
-0.55,0.06,0.24,1742368263.6458993
-0.55,0.12,0.24,1742368264.1565924
-0.43,0.06,0.18,1742368264.6693687
-0.43,0.12,0.18,1742368265.181253
-0.55,0.06,0.18,1742368265.6926486
-0.49,0.06,0.18,1742368266.2047102
-0.55,0.06,0.18,1742368266.7177935
-0.49,0.12,0.24,1742368267.230112
-0.49,0.06,0.18,1742368267.7402298
-0.49,0.06,0.18,1742368268.252679
-0.55,0.12,0.18,1742368268.7648468
-0.49,0.06,0.18,1742368269.2781572
-0.49,0.06,0.18,1742368269.7905252
-0.55,0.06,0.18,1742368270.3008661
-0.49,0.12,0.24,1742368270.710257
-0.49,0.06,0.24,1742368271.222286
-0.55,0.06,0.18,1742368271.7342525
-0.49,0.12,0.18,1742368272.2477624
-0.43,0.06,0.24,1742368272.7599547
-0.55,0.06,0.18,1742368273.2716157
-0.55,0.06,0.24,1742368274.499325
-0.43,0.12,0.24,1742368274.536761
-0.49,0.06,0.24,1742368274.806247
-0.55,0.12,0.24,1742368275.3196602
-0.43,0.06,0.24,1742368276.2408612
-0.49,0.06,0.18,1742368276.548373
-0.55,0.06,0.24,1742368276.8544044
-0.49,0.12,0.24,1742368277.3676198
-0.49,0.06,0.24,1742368277.7761438
-0.61,0.06,0.24,1742368278.2885196
-0.43,0.12,0.18,1742368278.7994118
-0.49,0.06,0.24,1742368280.8478954
-0.55,0.06,0.18,1742368280.8846543
-0.49,0.06,0.18,1742368280.9527686
-0.43,0.12,0.24,1742368280.9923117
-0.49,0.12,0.24,1742368281.361772
-0.55,0.06,0.24,1742368281.871875
-0.49,0.12,0.24,1742368282.38496
-0.55,0.12,0.24,1742368282.8954945
-0.49,0.12,0.18,1742368283.4078274
-0.43,0.06,0.24,1742368283.9207964
-0.55,0.06,0.18,1742368284.4317956
-0.49,0.12,0.18,1742368284.9453235
-0.49,0.12,0.24,1742368285.4562402
-0.55,0.06,0.24,1742368285.8654754
-0.43,0.12,0.18,1742368286.3788054
-0.43,0.06,0.24,1742368286.8907313
-0.49,0.06,0.18,1742368287.4028916
-0.49,0.12,0.18,1742368287.9141843
-0.49,0.06,0.24,1742368288.4252884
-0.55,0.06,0.24,1742368288.9386613
-0.49,0.12,0.24,1742368289.4498427
-0.55,0.06,0.18,1742368289.9613116
-0.49,0.06,0.24,1742368290.474393
-0.49,0.12,0.18,1742368294.7739058
-0.55,0.12,0.24,1742368294.879491
-0.49,0.12,0.24,1742368294.9816444
-0.43,0.12,0.24,1742368295.082792
-0.55,0.12,0.18,1742368295.1206048
-0.49,0.06,0.24,1742368295.285956
-0.55,0.06,0.18,1742368295.3253744
-0.55,0.06,0.18,1742368295.4921956
-0.49,0.06,0.18,1742368295.5938172
-0.55,0.06,0.24,1742368295.6311548
-0.49,0.12,0.18,1742368296.0046885
-0.43,0.06,0.24,1742368296.514813
-0.55,0.12,0.24,1742368297.0266554
-0.49,0.06,0.18,1742368297.540885
-0.43,0.06,0.18,1742368298.052498
-0.55,0.06,0.18,1742368300.3040652
-0.43,0.06,0.24,1742368304.8110745
-0.49,0.06,0.18,1742368305.2197971
-0.49,0.12,0.24,1742368305.3235931
-0.55,0.06,0.18,1742368305.4259062
-0.49,0.12,0.24,1742368305.529137
-0.49,0.12,0.24,1742368305.6298892
-0.55,0.06,0.18,1742368305.7317557
-0.43,0.12,0.24,1742368305.8345773
-0.49,0.12,0.18,1742368305.9368725
-0.49,0.06,0.24,1742368306.039394
-0.43,0.12,0.18,1742368306.1416543
-0.49,0.06,0.18,1742368306.2453427
-0.55,0.06,0.18,1742368306.3470368
-0.55,0.12,0.24,1742368306.4487302
-0.55,0.12,0.24,1742368306.5513902
-0.49,0.06,0.18,1742368306.6542716
-0.55,0.06,0.24,1742368307.0632484
-0.55,0.12,0.18,1742368307.574365
-0.43,0.06,0.18,1742368308.0881357
-0.55,0.12,0.18,1742368308.5987
-0.49,0.12,0.24,1742368309.1129274
-0.49,0.06,0.18,1742368309.6232617
-0.55,0.12,0.18,1742368310.1344924
-0.49,0.06,0.18,1742368310.6462898
-0.49,0.12,0.24,1742368311.1599002
-0.55,0.06,0.24,1742368311.6715019
-0.49,0.12,0.24,1742368312.1852932
-0.49,0.06,0.18,1742368312.6943314
-0.49,0.12,0.24,1742368313.2066307
-0.43,0.12,0.24,1742368313.7184584
-0.43,0.12,0.24,1742368314.230206
-0.49,0.12,0.18,1742368314.6398945
-0.49,0.06,0.24,1742368315.152689
-0.55,0.12,0.24,1742368315.6648645
-0.49,0.12,0.24,1742368316.1759
-0.49,0.12,0.24,1742368316.6879501
-0.55,0.06,0.18,1742368317.2022636
-0.49,0.12,0.24,1742368317.7136064
-0.49,0.06,0.24,1742368318.224007
-0.55,0.12,0.31,1742368320.2719605
-0.55,0.12,0.24,1742368320.7852929
-0.43,0.12,0.18,1742368320.8884735
-0.49,0.06,0.24,1742368320.990715
-0.49,0.12,0.24,1742368321.0915287
-0.43,0.18,0.24,1742368321.19484
-0.55,0.06,0.24,1742368321.7055159
-0.55,0.06,0.24,1742368322.2199795
-0.49,0.12,0.18,1742368322.7293987
-0.55,0.12,0.18,1742368323.2420108
-0.55,0.12,0.18,1742368323.7543328
-0.49,0.12,0.18,1742368324.265118
-0.55,0.06,0.18,1742368324.7782085
-0.49,0.06,0.18,1742368325.2896383
-0.49,0.12,0.24,1742368325.8015325
-0.49,0.12,0.24,1742368326.3136008
-0.55,0.12,0.24,1742368326.8260984
-0.55,0.06,0.18,1742368327.3390436
-0.55,0.06,0.18,1742368327.8495238
-0.55,0.06,0.18,1742368328.3617902
-0.55,0.12,0.18,1742368328.771317
-0.49,0.06,0.24,1742368330.5133617
-0.49,0.06,0.24,1742368330.6168315
-0.55,0.12,0.24,1742368330.717359
-0.49,0.06,0.24,1742368330.8201182
-0.55,0.06,0.24,1742368331.3323312
-0.49,0.12,0.24,1742368331.8431516
-0.49,0.12,0.24,1742368332.355192
-0.49,0.12,0.18,1742368332.86715
-0.55,0.06,0.24,1742368333.3798358
-0.49,0.12,0.24,1742368333.8912365
-0.49,0.12,0.18,1742368334.4045107
-0.55,0.12,0.24,1742368334.9152002
-0.49,0.12,0.18,1742368336.4716613
-0.49,0.12,0.24,1742368336.5536919
-0.55,0.12,0.24,1742368336.6567152
-0.49,0.06,0.18,1742368336.860731
-0.43,0.06,0.24,1742368337.3732429
-0.55,0.06,0.24,1742368337.8847497
-0.49,0.12,0.24,1742368338.3968692
-0.55,0.06,0.24,1742368341.0601223
-0.43,0.12,0.24,1742368341.1622818
-0.49,0.06,0.24,1742368341.2643135
-0.49,0.06,0.18,1742368341.3704085
-0.49,0.12,0.24,1742368341.4710646
-0.55,0.12,0.18,1742368341.8797293
-0.49,0.06,0.24,1742368341.9842784
-0.43,0.06,0.18,1742368342.4932508
-0.55,0.12,0.24,1742368342.9041615
-0.49,0.06,0.24,1742368343.5164628
-0.49,0.12,0.18,1742368343.9265742
-0.55,0.12,0.24,1742368344.4387589
-0.49,0.12,0.18,1742368344.9517028
-0.43,0.06,0.18,1742368345.4638388
-0.55,0.12,0.24,1742368345.9744923
-0.49,0.12,0.18,1742368346.486066
-0.43,0.12,0.18,1742368346.9997938
-0.49,0.06,0.24,1742368347.5117223
-0.49,0.12,0.18,1742368348.0224702
-0.49,0.12,0.18,1742368348.5355537
-0.49,0.12,0.24,1742368349.048799
-0.49,0.12,0.24,1742368349.5585227
-0.55,0.12,0.18,1742368350.0704048
-0.49,0.06,0.18,1742368350.5836282
-0.49,0.12,0.18,1742368350.9933558
-0.55,0.12,0.24,1742368351.5063276
-0.55,0.06,0.24,1742368352.016015
-0.49,0.12,0.24,1742368352.5289314
-0.49,0.12,0.24,1742368353.0399885
-0.55,0.12,0.24,1742368353.5529134
-0.55,0.12,0.18,1742368354.0635474
-0.49,0.12,0.18,1742368356.112099
-0.55,0.06,0.24,1742368356.2152116
-0.55,0.12,0.18,1742368356.3198323
-0.49,0.12,0.24,1742368356.4198878
-0.55,0.06,0.24,1742368356.624052
-0.55,0.12,0.24,1742368357.136006
-0.49,0.12,0.24,1742368357.6484294
-0.49,0.06,0.24,1742368358.0830684
-0.55,0.12,0.24,1742368358.5712795
-0.55,0.18,0.24,1742368359.4928036
-0.49,0.12,0.24,1742368359.798426
-0.49,0.12,0.24,1742368360.1056676
-0.49,0.06,0.18,1742368360.617297
-0.49,0.12,0.18,1742368361.1297178
-0.49,0.06,0.18,1742368361.6425648
-0.55,0.12,0.24,1742368362.1535003
-0.49,0.12,0.18,1742368362.6667056
-0.55,0.12,0.18,1742368363.1778858
-0.49,0.12,0.24,1742368363.6901238
-0.49,0.12,0.18,1742368364.2017682
-0.49,0.12,0.24,1742368364.715039
-0.49,0.12,0.24,1742368365.1233509
-0.43,0.06,0.18,1742368367.273702
-0.55,0.06,0.24,1742368368.2994301
-0.49,0.12,0.24,1742368368.4012282
-0.49,0.12,0.24,1742368368.5035095
